"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"168","3.549570","3.6.0","host","USB","64","","URB_CONTROL out"
"169","3.589974","host","3.6.0","USB","154","001f000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"170","3.590281","3.6.0","host","USB","64","","URB_CONTROL out"
"171","3.629650","host","3.6.0","USB","154","0000000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"172","3.629954","3.6.0","host","USB","64","","URB_CONTROL out"
"173","3.670228","host","3.6.0","USB","154","0001000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"174","3.670510","3.6.0","host","USB","64","","URB_CONTROL out"
"175","3.748677","host","3.6.0","USB","154","0002000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"176","3.748973","3.6.0","host","USB","64","","URB_CONTROL out"
"177","3.787052","host","3.6.0","USB","154","0003000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"178","3.787380","3.6.0","host","USB","64","","URB_CONTROL out"
"179","3.826288","host","3.6.0","USB","154","0004000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"180","3.826591","3.6.0","host","USB","64","","URB_CONTROL out"
"181","3.867181","host","3.6.0","USB","154","0005000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"182","3.867488","3.6.0","host","USB","64","","URB_CONTROL out"
"183","3.906351","host","3.6.0","USB","154","0006000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"184","3.906654","3.6.0","host","USB","64","","URB_CONTROL out"
"185","3.946651","host","3.6.0","USB","154","0007000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"186","3.947009","3.6.0","host","USB","64","","URB_CONTROL out"
"187","3.987260","host","3.6.0","USB","154","0008000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"188","3.987566","3.6.0","host","USB","64","","URB_CONTROL out"
"189","5.077562","host","3.6.0","USB","154","0009000000380f03000000001000ff0000ff000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002400","URB_CONTROL out"
"190","5.077879","3.6.0","host","USB","64","","URB_CONTROL out"
