"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"39","2.954931","host","3.6.0","USB","154","0008000000380f0300000000103d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91003d91000000000000000000000000000000000000000000000000008800","URB_CONTROL out"
"40","2.955239","3.6.0","host","USB","64","","URB_CONTROL out"
"41","3.027475","host","3.6.0","USB","154","0009000000380f030000000010408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00408c00000000000000000000000000000000000000000000000000e800","URB_CONTROL out"
"42","3.027810","3.6.0","host","USB","64","","URB_CONTROL out"
"43","3.069179","host","3.6.0","USB","154","000a000000380f030000000010448700448700448700448700448700448700448700448700448700448700448700448700448700448700448700448700448700000000000000000000000000000000000000000000000000e700","URB_CONTROL out"
"44","3.069489","3.6.0","host","USB","64","","URB_CONTROL out"
"45","3.107839","host","3.6.0","USB","154","000b000000380f030000000010478200478200478200478200478200478200478200478200478200478200478200478200478200478200478200478200478200000000000000000000000000000000000000000000000000e100","URB_CONTROL out"
"46","3.108115","3.6.0","host","USB","64","","URB_CONTROL out"
"47","3.149818","host","3.6.0","USB","154","000c000000380f0300000000104a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d004a7d000000000000000000000000000000000000000000000000001300","URB_CONTROL out"
"48","3.150110","3.6.0","host","USB","64","","URB_CONTROL out"
"49","3.193326","host","3.6.0","USB","154","000d000000380f0300000000105174005174005174005174005174005174005174005174005174005174005174005174005174005174005174005174005174000000000000000000000000000000000000000000000000000100","URB_CONTROL out"
"50","3.193671","3.6.0","host","USB","64","","URB_CONTROL out"
"51","3.277908","host","3.6.0","USB","154","000e000000380f030000000010586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b00586b000000000000000000000000000000000000000000000000001700","URB_CONTROL out"
"52","3.278260","3.6.0","host","USB","64","","URB_CONTROL out"
"53","3.349616","host","3.6.0","USB","154","000f000000380f0300000000105b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66005b66000000000000000000000000000000000000000000000000001900","URB_CONTROL out"
"54","3.349915","3.6.0","host","USB","64","","URB_CONTROL out"
"55","3.394707","host","3.6.0","USB","154","0010000000380f0300000000105f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62005f62000000000000000000000000000000000000000000000000001900","URB_CONTROL out"
"56","3.395021","3.6.0","host","USB","64","","URB_CONTROL out"
"57","3.434251","host","3.6.0","USB","154","0011000000380f030000000010625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e00625e000000000000000000000000000000000000000000000000001800","URB_CONTROL out"
